event_id,account_id,event_type,event_source,timestamp_utc,timezone,amount,currency,transaction_type,channel,timestamp_local,user_type,user_segment,user_risk_class,registered_country,registered_region,account_creation_date,account_age_days,sensitive_data_change_last_7d,registered_devices_count,active_devices_last_30d,hour_of_day,day_of_week,is_weekend,is_local_holiday,seconds_since_last_login,seconds_since_last_transaction,transactions_last_1h,transactions_last_24h,transactions_last_7d,transactions_last_30d,amount_sum_last_24h,amount_sum_last_7d,amount_sum_last_30d,amount_mean_last_30d,amount_std_last_30d,logins_last_24h,login_failures_last_24h,password_resets_last_30d,transaction_description,beneficiary_bank_code,merchant_category_code,is_round_amount,is_international,amount_increase_vs_30d_mean,ip_address,ip_country,ip_region,ip_city,ip_asn,ip_isp,is_vpn,is_datacenter_ip,geolocation_lat,geolocation_lon,ip_blacklisted,is_proxy,is_tor,connection_type,is_location_anomaly,distance_from_registered_location_km,device_id,device_type,os_family,os_version,browser_family,browser_version,app_version,is_emulator,is_rooted_or_jailbroken,is_new_device_for_user,devices_last_30d,is_device_compromised,tls_version,cipher_strength_bits,waf_present,waf_vendor,ids_present,ips_present,antimalware_present,antimalware_vendor,mfa_enabled,mfa_method,device_binding_enabled,risk_engine_version,security_score_tech,previous_fraud_count,previous_chargeback_count,account_takeover_flag,velocity_alert_flag,blacklist_hit,whitelist_hit,money_mule_score,device_fingerprint_match_count,ip_reputation_score,fraud_probability,is_fraud,fraud_type,message_text,message_length,message_language,contains_url,contains_phone,num_special_chars,llm_risk_score,llm_risk_reasoning,llm_phishing_detected,llm_sentiment_score,llm_urgency_score
E0000003157,A0000032,login,web_app,2025-01-02 10:55:37,America/Sao_Paulo,,,,web,2025-01-02 07:55:37-03:00,individual,retail,medium,BR,New Mexico,2025-01-01,1,0,0,0,10,3,0,0,66594.0,1675.0,1,8,11,11,2301.9048,3660.2256,3660.2256,332.74777,183.70241,3,0,0,,,,0,0,,192.168.0.172,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,7100.087,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,0,,0,0,1,GenericAV,1,push,0,1.0.0,0.33333334,0,0,0,0,0,0,0.0,1,0.36765394,0.059485104,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000001513,A0000018,login,mobile_app,2025-01-02 10:56:33,America/Brasilia,,,,mobile_ios,2025-01-02 10:56:33+00:00,individual,retail,medium,BR,Connecticut,2025-01-01,1,0,0,0,10,3,0,0,21705.0,1798.0,1,10,11,11,2537.181,2827.757,2827.757,257.06882,136.58855,2,0,0,,,,0,0,,192.168.0.237,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,13571.691,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,1,AWS_WAF,1,0,1,GenericAV,1,push,1,1.0.0,0.8333333,0,0,0,0,0,0,0.0,1,0.40677333,0.041639574,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000003220,A0000033,transaction,mobile_app,2025-01-02 10:59:21,America/Sao_Paulo,160.7294,BRL,card,api_partner,2025-01-02 07:59:21-03:00,individual,retail,high,BR,Oklahoma,2025-01-01,1,0,0,0,10,3,0,0,72262.0,5121.0,0,16,19,19,13941.32,15469.95,15469.95,814.2079,815.83545,3,0,1,CARD payment,112,5411,0,0,0.19740584,192.168.0.30,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,14378.672,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,1,none,0,0,1,GenericAV,1,push,1,1.0.0,0.6666667,7,0,0,0,0,0,0.0,1,0.63223535,0.35691065,1,account_takeover,Transaction of $160.73,22,en,False,False,2,0.0,,0,0.0,0.0
E0000004736,A0000044,transaction,mobile_app,2025-01-02 11:00:30,Africa/Lagos,176.27025,BRL,pix,api_partner,2025-01-02 12:00:30+01:00,individual,retail,high,NG,North Dakota,2025-01-01,1,0,0,0,11,3,0,0,1480.0,2322.0,1,10,12,12,5753.2812,5755.2812,5755.2812,479.60675,592.39886,8,0,0,PIX payment,111,,0,0,0.3675308,192.168.0.70,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,8498.463,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,F5,0,1,1,GenericAV,1,sms,1,1.0.0,0.8333333,2,3,0,0,0,0,0.0,1,0.65439713,0.4,1,synthetic_identity,Transaction of $176.27,22,en,False,False,2,0.0,,0,0.0,0.0
E0000003559,A0000036,transaction,mobile_app,2025-01-02 11:00:40,America/Sao_Paulo,9727.983,BRL,internal_transfer,api_partner,2025-01-02 08:00:40-03:00,business,corporate,medium,DE,Nevada,2025-01-01,1,0,0,0,11,3,0,0,1400.0,1475.0,2,24,28,28,134863.11,166783.58,166783.58,5956.556,3018.813,10,0,2,INTERNAL_TRANSFER payment,805,,0,0,1.6331556,192.168.0.161,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,1,0,cellular_4g,1,8296.779,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,F5,1,1,1,GenericAV,1,sms,0,1.0.0,0.8333333,0,0,0,0,0,0,0.0,1,0.7920778,0.09517617,1,account_takeover,Transaction of $9727.98,23,en,False,False,2,0.0,,0,0.0,0.0
E0000000585,A0000006,login,api_partner,2025-01-02 11:01:25,Europe/Berlin,,,,api_partner,2025-01-02 12:01:25+01:00,business,corporate,medium,BR,New York,2025-01-01,1,0,0,0,11,3,0,0,3698.0,2240.0,2,19,21,21,105933.36,118503.805,118503.805,5643.0386,3055.2927,9,0,1,,,,0,0,,192.168.0.67,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,9840.187,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,Imperva,0,1,1,GenericAV,1,push,0,1.0.0,0.6666667,0,0,0,0,0,1,0.0,1,0.690134,0.11897021,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000002994,A0000030,transaction,web_app,2025-01-02 11:01:49,America/Fortaleza,540.92444,BRL,pix,web,2025-01-02 08:01:49-03:00,individual,retail,medium,BR,Utah,2025-01-01,1,0,0,0,11,3,0,0,,8087.0,0,4,6,6,2020.5991,3049.6394,3049.6394,508.27325,288.71872,0,0,0,PIX payment,172,,0,0,1.0642394,192.168.0.24,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,5887.993,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,AWS_WAF,1,1,1,GenericAV,0,,0,1.0.0,0.6666667,0,0,0,0,0,0,0.0,1,0.5359138,0.07138213,0,,Transaction of $540.92,22,en,False,False,2,0.0,,0,0.0,0.0
E0000002366,A0000023,transaction,web_app,2025-01-02 11:01:54,America/Sao_Paulo,6579.2886,BRL,internal_transfer,mobile_android,2025-01-02 08:01:54-03:00,business,corporate,medium,BR,Virginia,2025-01-01,1,0,0,0,11,3,0,0,9365.0,1954.0,1,24,34,34,120334.99,164234.44,164234.44,4830.425,2962.7307,11,0,1,INTERNAL_TRANSFER payment,411,,0,0,1.3620518,192.168.0.161,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,7403.9004,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,Cloudflare,0,1,1,GenericAV,1,push,1,1.0.0,0.8333333,0,0,0,0,0,1,0.0,1,0.54642934,0.038070466,0,,Transaction of $6579.29,23,en,False,False,2,0.0,,0,0.0,0.0
E0000003729,A0000036,password_change,web_app,2025-01-02 11:02:15,America/Sao_Paulo,,,,web,2025-01-02 08:02:15-03:00,business,corporate,medium,DE,Nevada,2025-01-01,1,0,0,0,11,3,0,0,1495.0,95.0,3,25,29,29,144591.1,176511.56,176511.56,6086.6055,3045.0847,10,0,2,,,,0,0,,192.168.0.140,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,13434.8125,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,1,F5,0,0,1,GenericAV,1,totp,0,1.0.0,0.5,0,0,0,0,0,1,0.0,1,0.7767032,0.059485104,0,,,0,en,False,False,0,0.0,,0,0.0,0.0
E0000003012,A0000030,device_registration,mobile_app,2025-01-02 11:02:30,America/Fortaleza,,,,mobile_ios,2025-01-02 08:02:30-03:00,individual,retail,medium,BR,Utah,2025-01-01,1,0,0,0,11,3,0,0,,41.0,1,5,7,7,2561.5234,3590.564,3590.564,512.9377,267.5457,0,0,0,,,,0,0,,192.168.0.65,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,1,0,cellular_5g,1,11404.128,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,Akamai,1,0,1,GenericAV,0,,1,1.0.0,0.6666667,0,0,0,0,1,0,0.0,1,0.66694117,0.041639574,0,,,0,en,False,False,0,0.0,,0,0.0,0.0
E0000002821,A0000028,login,mobile_app,2025-01-02 11:02:57,America/Sao_Paulo,,,,mobile_android,2025-01-02 08:02:57-03:00,business,corporate,medium,BR,Washington,2025-01-01,1,0,0,0,11,3,0,0,14776.0,593.0,1,11,17,17,53504.746,77205.914,77205.914,4541.5244,2701.4268,3,0,0,,,,0,0,,192.168.0.21,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,8151.8247,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,F5,1,1,0,,0,,0,1.0.0,0.5,0,0,0,0,0,0,0.0,1,0.3416596,0.047588084,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000002785,A0000028,address_change,web_app,2025-01-02 11:07:01,America/Sao_Paulo,,,,web,2025-01-02 08:07:01-03:00,business,corporate,medium,BR,Washington,2025-01-01,1,0,0,0,11,3,0,0,244.0,837.0,1,11,17,17,53504.746,77205.914,77205.914,4541.5244,2701.4268,4,0,0,,,,0,0,,192.168.0.41,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,11585.792,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,1,AWS_WAF,0,0,0,,1,push,1,1.0.0,0.5,0,0,0,0,0,0,0.0,1,0.47701263,0.059485104,0,,,0,en,False,False,0,0.0,,0,0.0,0.0
E0000001994,A0000021,transaction,mobile_app,2025-01-02 11:09:25,Africa/Lagos,1.0,BRL,pix,web,2025-01-02 12:09:25+01:00,individual,retail,high,BR,Kentucky,2025-01-01,1,0,0,0,11,3,0,0,3785.0,1062.0,2,21,29,29,31366.264,38882.18,38882.18,1340.7648,1091.5724,13,0,0,PIX payment,933,,0,0,0.000745843,192.168.0.87,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,10405.7,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,Akamai,1,0,1,GenericAV,1,push,1,1.0.0,0.8333333,1,1,0,0,0,0,0.0,1,0.6842426,0.21414638,1,synthetic_identity,Transaction of $1.00,20,en,False,False,2,0.0,,0,0.0,0.0
E0000002467,A0000024,login,mobile_app,2025-01-02 11:10:25,America/Sao_Paulo,,,,mobile_ios,2025-01-02 08:10:25-03:00,individual,retail,high,UA,Rhode Island,2025-01-01,1,0,0,0,11,3,0,0,8164.0,3807.0,0,11,19,19,6914.3394,12988.923,12988.923,683.6275,715.9062,4,0,0,,,,0,0,,192.168.0.129,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,7328.2324,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,0,,1,0,0,,1,push,0,1.0.0,0.33333334,4,0,0,0,0,0,0.0,1,0.8131109,0.12491872,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000003528,A0000036,login,web_app,2025-01-02 11:10:40,America/Sao_Paulo,,,,web,2025-01-02 08:10:40-03:00,business,corporate,medium,DE,Nevada,2025-01-01,1,0,0,0,11,3,0,0,2000.0,600.0,3,24,29,29,137422.0,176511.56,176511.56,6086.6055,3045.0847,10,0,3,,,,0,0,,192.168.0.237,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,5522.5117,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,Cloudflare,1,1,1,GenericAV,1,sms,1,1.0.0,1.0,0,0,0,0,0,0,0.0,1,0.6436506,0.059485104,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000002417,A0000023,login,web_app,2025-01-02 11:11:20,America/Sao_Paulo,,,,web,2025-01-02 08:11:20-03:00,business,corporate,medium,BR,Virginia,2025-01-01,1,0,0,0,11,3,0,0,9931.0,566.0,2,24,35,35,117908.16,170813.73,170813.73,4880.392,2934.5989,11,0,1,,,,0,0,,192.168.0.74,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,1,0,ethernet,1,5340.9634,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,1,F5,1,1,1,GenericAV,1,sms,1,1.0.0,1.0,0,0,0,0,0,0,0.0,1,0.43834445,0.059485104,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000001411,A0000017,transaction,mobile_app,2025-01-02 11:12:18,Europe/Berlin,821.26245,BRL,wire,web,2025-01-02 12:12:18+01:00,business,corporate,medium,BR,Wisconsin,2025-01-01,1,0,0,0,11,3,0,0,56412.0,11971.0,0,13,16,16,57378.37,76684.71,76684.71,4792.7944,2140.5918,6,0,0,WIRE payment,209,,0,0,0.17135358,192.168.0.98,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,6275.984,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,Imperva,1,0,1,GenericAV,1,push,1,1.0.0,0.8333333,0,0,0,0,0,1,0.0,1,0.6766664,0.077330634,0,,Transaction of $821.26,22,en,False,False,2,0.0,,0,0.0,0.0
E0000002382,A0000023,transaction,mobile_app,2025-01-02 11:14:15,America/Sao_Paulo,4863.4316,BRL,internal_transfer,web,2025-01-02 08:14:15-03:00,business,corporate,medium,BR,Virginia,2025-01-01,1,0,0,0,11,3,0,0,175.0,741.0,2,24,35,35,117908.16,170813.73,170813.73,4880.392,2934.5989,12,0,1,INTERNAL_TRANSFER payment,513,,0,0,0.99652475,192.168.0.18,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,12267.286,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,none,0,0,0,,0,,0,1.0.0,0.16666667,0,0,0,0,0,0,0.0,1,0.37811735,0.047588084,0,,Transaction of $4863.43,23,en,False,False,2,0.0,,0,0.0,0.0
E0000003172,A0000032,login,web_app,2025-01-02 11:14:40,America/Sao_Paulo,,,,web,2025-01-02 08:14:40-03:00,individual,retail,medium,BR,New Mexico,2025-01-01,1,0,0,0,11,3,0,0,1143.0,2818.0,1,8,11,11,2301.9048,3660.2256,3660.2256,332.74777,183.70241,4,0,0,,,,0,0,,192.168.0.125,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,11290.58,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,AWS_WAF,0,1,1,GenericAV,0,,1,1.0.0,0.6666667,0,0,0,0,0,0,0.0,1,0.36280704,0.059485104,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000005127,A0000047,transaction,mobile_app,2025-01-02 11:15:30,Europe/Moscow,467.7328,BRL,pix,mobile_android,2025-01-02 14:15:30+03:00,individual,retail,high,BR,Oklahoma,2025-01-01,1,0,0,0,11,3,0,0,3656.0,4518.0,0,7,10,10,8228.433,11585.586,11585.586,1158.5586,845.218,9,0,1,PIX payment,627,,0,0,0.40371957,192.168.0.222,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,11397.38,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,Imperva,0,1,1,GenericAV,1,totp,0,1.0.0,0.6666667,3,1,0,0,0,0,0.0,1,0.8901517,0.1713171,0,,Transaction of $467.73,22,en,False,False,2,0.0,,0,0.0,0.0
E0000001635,A0000019,login,web_app,2025-01-02 11:15:32,America/Fortaleza,,,,web,2025-01-02 08:15:32-03:00,individual,retail,medium,BR,South Carolina,2025-01-01,1,0,0,0,11,3,0,0,62828.0,6553.0,0,5,8,8,2481.934,3793.347,3793.347,474.16837,263.95944,1,0,0,,,,0,0,,192.168.0.34,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,14926.829,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,none,1,0,1,GenericAV,1,push,1,1.0.0,0.8333333,0,0,0,0,0,0,0.0,1,0.49057284,0.059485104,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000005011,A0000046,transaction,web_app,2025-01-02 11:16:08,Europe/Berlin,6548.109,BRL,wire,web,2025-01-02 12:16:08+01:00,business,corporate,medium,DE,Arkansas,2025-01-01,1,0,0,0,11,3,0,0,12529.0,2107.0,1,10,15,15,60631.258,80028.96,80028.96,5335.264,2926.6086,8,0,2,WIRE payment,853,,0,0,1.2273262,192.168.0.196,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,12167.813,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,none,1,1,1,GenericAV,1,sms,1,1.0.0,1.0,0,0,0,0,0,0,0.0,1,0.454998,0.077330634,0,,Transaction of $6548.11,23,en,False,False,2,0.0,,0,0.0,0.0
E0000005229,A0000047,password_change,web_app,2025-01-02 11:16:08,Europe/Moscow,,,,web,2025-01-02 14:16:08+03:00,individual,retail,high,BR,Oklahoma,2025-01-01,1,0,0,0,11,3,0,0,3694.0,38.0,1,8,11,11,8696.165,12053.318,12053.318,1095.7562,829.994,9,0,1,,,,0,0,,192.168.0.103,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,6895.9707,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,0,,0,1,1,GenericAV,0,,1,1.0.0,0.5,1,1,0,0,0,0,0.0,1,0.33317494,0.17845532,0,,,0,en,False,False,0,0.0,,0,0.0,0.0
E0000000424,A0000004,transaction,mobile_app,2025-01-02 11:16:13,Europe/Moscow,475.756,BRL,pix,mobile_android,2025-01-02 14:16:13+03:00,individual,retail,high,NG,Kentucky,2025-01-01,1,0,0,0,11,3,0,0,14601.0,2453.0,1,9,12,12,10722.092,15791.845,15791.845,1315.987,894.376,2,0,0,PIX payment,971,,0,0,0.3615203,192.168.0.196,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,7739.6294,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,1,Imperva,1,1,1,GenericAV,1,push,0,1.0.0,0.8333333,2,0,0,0,0,0,0.0,1,0.5337986,0.1713171,0,,Transaction of $475.76,22,en,False,False,2,0.0,,0,0.0,0.0
E0000001567,A0000018,transaction,web_app,2025-01-02 11:16:41,America/Brasilia,375.46408,BRL,card,web,2025-01-02 11:16:41+00:00,individual,retail,medium,BR,Connecticut,2025-01-01,1,0,0,0,11,3,0,0,1208.0,3006.0,1,10,11,11,2537.181,2827.757,2827.757,257.06882,136.58855,3,0,0,CARD payment,477,5411,0,0,1.4605585,192.168.0.63,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,7099.6763,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,1,Akamai,0,1,1,GenericAV,1,totp,1,1.0.0,0.8333333,0,0,0,0,0,0,0.0,1,0.64928585,0.059485104,0,,Transaction of $375.46,22,en,False,False,2,0.0,,0,0.0,0.0
E0000004040,A0000038,transaction,web_app,2025-01-02 11:17:26,America/Sao_Paulo,9925.305,BRL,internal_transfer,web,2025-01-02 08:17:26-03:00,business,corporate,medium,BR,South Carolina,2025-01-01,1,0,0,0,11,3,0,0,5655.0,1873.0,1,17,20,20,87181.695,103073.08,103073.08,5153.654,3286.3599,10,0,0,INTERNAL_TRANSFER payment,856,,0,0,1.9258773,192.168.0.60,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,ethernet,1,5189.0073,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,1,Akamai,0,0,1,GenericAV,1,totp,0,1.0.0,0.5,0,0,0,0,0,0,0.0,1,0.44946352,0.047588084,0,,Transaction of $9925.31,23,en,False,False,2,0.0,,0,0.0,0.0
E0000003406,A0000034,transaction,api_partner,2025-01-02 11:18:11,America/Sao_Paulo,44.919827,BRL,bill_payment,mobile_android,2025-01-02 08:18:11-03:00,individual,retail,medium,BR,Connecticut,2025-01-01,1,0,0,0,11,3,0,0,3663.0,1395.0,1,7,12,12,3707.7024,6369.9917,6369.9917,530.83264,263.91428,4,0,0,BILL_PAYMENT payment,850,,0,0,0.08462145,192.168.0.253,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,11679.693,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,Imperva,1,1,1,GenericAV,1,push,0,1.0.0,0.8333333,0,0,0,0,0,0,0.0,1,0.7369076,0.023794042,0,,Transaction of $44.92,21,en,False,False,2,0.0,,0,0.0,0.0
E0000002435,A0000024,login,mobile_app,2025-01-02 11:19:10,America/Sao_Paulo,,,,mobile_ios,2025-01-02 08:19:10-03:00,individual,retail,high,UA,Rhode Island,2025-01-01,1,0,0,0,11,3,0,0,525.0,4332.0,0,11,19,19,6914.3394,12988.923,12988.923,683.6275,715.9062,5,0,0,,,,0,0,,192.168.0.135,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,14454.995,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,none,1,1,1,GenericAV,1,sms,1,1.0.0,1.0,1,0,0,0,0,0,0.0,1,0.79260814,0.12491872,1,synthetic_identity,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000004905,A0000045,login,mobile_app,2025-01-02 11:19:25,Europe/Berlin,,,,mobile_ios,2025-01-02 12:19:25+01:00,business,corporate,medium,DE,Kentucky,2025-01-01,1,0,0,0,11,3,0,0,7108.0,1925.0,1,17,20,20,75926.19,91583.13,91583.13,4579.1562,3150.317,10,0,1,,,,0,0,,192.168.0.162,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,13374.376,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,1,Imperva,1,1,1,GenericAV,0,,1,1.0.0,0.8333333,0,0,0,0,1,0,0.0,1,0.69550794,0.041639574,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000005278,A0000048,device_registration,mobile_app,2025-01-02 11:19:28,America/Sao_Paulo,,,,mobile_android,2025-01-02 08:19:28-03:00,individual,retail,medium,BR,Alabama,2025-01-01,1,0,0,0,11,3,0,0,64612.0,8503.0,0,9,14,14,1790.1943,4343.0693,4343.0693,310.21924,269.81052,5,0,0,,,,0,0,,192.168.0.240,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,ethernet,1,10302.187,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,1,none,1,1,1,GenericAV,1,totp,1,1.0.0,1.0,0,0,0,0,0,0,0.0,1,0.4909391,0.047588084,0,,,0,en,False,False,0,0.0,,0,0.0,0.0
E0000004195,A0000041,email_change,web_app,2025-01-02 11:21:18,America/Brasilia,,,,web,2025-01-02 11:21:18+00:00,individual,retail,medium,PT,Oklahoma,2025-01-01,1,0,0,0,11,3,0,0,4169.0,3889.0,0,5,7,7,1852.5292,2498.344,2498.344,356.90628,267.77252,3,0,0,,,,0,0,,192.168.0.136,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,8713.574,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,Imperva,1,0,0,,1,sms,0,1.0.0,0.5,0,0,0,0,0,0,0.0,1,0.670526,0.059485104,0,,,0,en,False,False,0,0.0,,0,0.0,0.0
E0000004954,A0000046,transaction,web_app,2025-01-02 11:21:40,Europe/Berlin,6813.766,BRL,internal_transfer,web,2025-01-02 12:21:40+01:00,business,corporate,medium,DE,Arkansas,2025-01-01,1,0,0,0,11,3,0,0,12861.0,332.0,2,11,16,16,67179.37,86577.07,86577.07,5411.067,2848.8442,7,0,2,INTERNAL_TRANSFER payment,400,,0,0,1.2592279,192.168.0.134,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,14135.931,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,1,Cloudflare,1,1,1,GenericAV,0,,1,1.0.0,0.8333333,0,0,0,0,0,0,0.0,1,0.6326542,0.047588084,0,,Transaction of $6813.77,23,en,False,False,2,0.0,,0,0.0,0.0
E0000005419,A0000049,login,mobile_app,2025-01-02 11:21:51,Europe/Berlin,,,,mobile_ios,2025-01-02 12:21:51+01:00,business,corporate,medium,DE,Colorado,2025-01-01,1,0,0,0,11,3,0,0,22655.0,3368.0,1,14,21,21,86681.69,127492.984,127492.984,6071.0947,4300.94,6,0,0,,,,0,0,,192.168.0.248,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,10345.273,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,1,none,1,1,1,GenericAV,1,totp,1,1.0.0,1.0,0,0,0,0,0,0,0.0,1,0.6499909,0.041639574,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
E0000001627,A0000019,transaction,mobile_app,2025-01-02 11:24:13,America/Fortaleza,37.398067,BRL,pix,mobile_android,2025-01-02 08:24:13-03:00,individual,retail,medium,BR,South Carolina,2025-01-01,1,0,0,0,11,3,0,0,521.0,7074.0,0,5,8,8,2481.934,3793.347,3793.347,474.16837,263.95944,2,0,0,PIX payment,817,,0,0,0.078870855,192.168.0.240,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,wifi,1,9067.669,,unknown,unknown,,,,,0,0,0,1,0,TLS1_3,256,0,,1,0,1,GenericAV,0,,1,1.0.0,0.5,0,0,0,0,0,1,0.0,1,0.41911146,0.0571057,0,,Transaction of $37.40,21,en,False,False,2,0.0,,0,0.0,0.0
E0000001857,A0000021,login,web_app,2025-01-02 11:24:46,Africa/Lagos,,,,web,2025-01-02 12:24:46+01:00,individual,retail,high,BR,Kentucky,2025-01-01,1,0,0,0,11,3,0,0,4706.0,921.0,3,22,30,30,31367.264,38883.18,38883.18,1296.106,1099.8412,13,0,0,,,,0,0,,192.168.0.181,US,California,San Francisco,AS15169,Google LLC,0,0,37.7749,-122.4194,0,0,0,cellular_4g,1,6920.0796,,unknown,unknown,,,,,0,0,0,1,0,TLS1_2,128,0,,1,1,1,GenericAV,1,push,0,1.0.0,0.6666667,4,1,0,0,0,0,0.0,1,0.5903833,0.17845532,0,,Login of $nan,13,en,False,False,1,0.0,,0,0.0,0.0
