scenario_name,scenario_category,request_id,security_level,risk_score,conf_score,has_qkd,proposed_algorithms,fallback_algorithms,response_time,feedback_success,feedback_latency,feedback_resource_usage,timestamp,system_load,available_resources,network_latency
QKD High Security - E91,quantum,qkd-high-e91-002,high,0.85,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1581103801727295,True,63.1,0.83,2025-10-21T08:36:55.015407,0.4,0.85,
Hybrid Very High - Transition,hybrid,hybrid-veryhigh-trans-013,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1370790004730225,True,28.42,0.65,2025-10-21T08:37:03.399683,0.48,0.76,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.163894176483154,True,63.04,0.84,2025-10-21T08:37:11.809453,0.45,0.8,
PQC High - NTRU,post_quantum,pqc-high-ntru-007,very_high,0.8,0.83,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.110525608062744,True,36.93,0.67,2025-10-21T08:37:20.160613,0.58,0.68,
Hybrid High - Mixed,hybrid,hybrid-high-mixed-012,high,0.72,0.76,False,['AES_256_GCM'],[],6.167270660400391,True,19.2,0.46,2025-10-21T08:37:28.575796,0.55,0.7,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-009,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1414244174957275,False,91.04,0.65,2025-10-21T08:37:36.974510,0.48,0.78,
Classical High - AES-256,classical,classical-high-aes256-014,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13608193397522,True,41.46,0.67,2025-10-21T08:37:45.343238,0.6,0.6,
Network - High Latency,network_conditions,network-highlatency-019,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.120502948760986,False,225.2,0.66,2025-10-21T08:37:53.710783,0.55,0.65,280.0
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.12626838684082,True,42.28,0.81,2025-10-21T08:38:02.098211,0.3,0.9,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-010,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.149463415145874,True,34.09,0.65,2025-10-21T08:38:10.475174,0.5,0.75,
Classical Moderate - AES-192,classical,classical-mod-aes192-015,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.156250238418579,True,22.89,0.48,2025-10-21T08:38:18.878597,0.65,0.55,
PQC Very High - SABER,post_quantum,pqc-veryhigh-saber-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.164006233215332,False,81.99,0.65,2025-10-21T08:38:27.290169,0.52,0.72,
Classical High - RSA-4096,classical,classical-high-rsa-016,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.143321990966797,False,88.63,0.67,2025-10-21T08:38:35.686887,0.62,0.58,
Hybrid Very High - ECC+PQC,hybrid,hybrid-veryhigh-ecc-011,very_high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.115506649017334,True,29.46,0.65,2025-10-21T08:38:44.058733,0.52,0.73,
Classical High - RSA-4096,classical,classical-high-rsa-016,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1563544273376465,True,42.23,0.67,2025-10-21T08:38:53.471782,0.62,0.58,
Hybrid Very High - ECC+PQC,hybrid,hybrid-veryhigh-ecc-011,very_high,0.76,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.167998790740967,True,33.78,0.45,2025-10-21T08:39:01.885060,0.52,0.73,
Hybrid High - Mixed,hybrid,hybrid-high-mixed-012,high,0.72,0.76,False,['AES_256_GCM'],[],6.123091697692871,True,16.88,0.46,2025-10-21T08:39:10.264262,0.55,0.7,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.115923166275024,True,63.33,0.81,2025-10-21T08:39:18.636122,0.3,0.9,
Network - High Latency,network_conditions,network-highlatency-019,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.137212514877319,True,121.65,0.66,2025-10-21T08:39:27.018578,0.55,0.65,280.0
Classical High - AES-256,classical,classical-high-aes256-014,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1412599086761475,True,27.72,0.67,2025-10-21T08:39:35.415822,0.6,0.6,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-005,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.10276198387146,True,41.01,0.65,2025-10-21T08:39:43.744917,0.5,0.75,
Stress - Limited Resources,low_resources,stress-lowres-018,high,0.75,0.78,False,"['AES_192', 'AES_256_GCM']",[],6.132819175720215,False,68.23,0.53,2025-10-21T08:39:52.128731,0.92,0.2,
Stress - Peak Attack + QKD,stress_test,stress-peak-qkd-017,high,0.92,0.88,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.152036190032959,False,99.39,0.53,2025-10-21T08:40:00.523009,0.88,0.3,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-006,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.15442156791687,True,47.17,0.66,2025-10-21T08:40:08.934049,0.55,0.7,
Network - Low Latency + QKD,network_conditions,network-lowlatency-020,very_high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.158039331436157,False,184.06,0.82,2025-10-21T08:40:17.341253,0.35,0.85,15.0
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-009,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.132341384887695,True,36.14,0.65,2025-10-21T08:40:25.727297,0.48,0.78,
QKD Very High - CV-QKD,quantum,qkd-veryhigh-cv-003,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.139876365661621,True,41.38,0.82,2025-10-21T08:40:34.124879,0.35,0.88,
Classical Moderate - AES-192,classical,classical-mod-aes192-015,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.161680221557617,True,17.29,0.48,2025-10-21T08:40:42.545133,0.65,0.55,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.163756608963013,True,69.1,0.84,2025-10-21T08:40:50.966678,0.45,0.8,
QKD High Security - E91,quantum,qkd-high-e91-002,high,0.85,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.145676374435425,True,67.13,0.83,2025-10-21T08:40:59.361902,0.4,0.85,
PQC High - NTRU,post_quantum,pqc-high-ntru-007,very_high,0.8,0.83,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1467976570129395,True,44.39,0.67,2025-10-21T08:41:07.766429,0.58,0.68,
PQC Very High - SABER,post_quantum,pqc-veryhigh-saber-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1135923862457275,True,43.79,0.65,2025-10-21T08:41:16.123684,0.52,0.72,
Hybrid Very High - Transition,hybrid,hybrid-veryhigh-trans-013,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.164185523986816,True,42.81,0.65,2025-10-21T08:41:24.547488,0.48,0.76,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-010,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.152404308319092,False,90.45,0.65,2025-10-21T08:41:32.944371,0.5,0.75,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-005,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.152332544326782,False,138.7,0.65,2025-10-21T08:41:47.431732,0.5,0.75,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.161113977432251,True,42.29,0.84,2025-10-21T08:41:55.838866,0.45,0.8,
Network - Low Latency + QKD,network_conditions,network-lowlatency-020,very_high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.146154165267944,True,76.15,0.82,2025-10-21T08:42:04.238368,0.35,0.85,15.0
Hybrid Very High - ECC+PQC,hybrid,hybrid-veryhigh-ecc-011,very_high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.163943290710449,True,36.9,0.65,2025-10-21T08:42:12.659990,0.52,0.73,
Classical High - AES-256,classical,classical-high-aes256-014,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.151839971542358,False,125.86,0.67,2025-10-21T08:42:21.044885,0.6,0.6,
Classical Moderate - AES-192,classical,classical-mod-aes192-015,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.126180410385132,True,30.33,0.48,2025-10-21T08:42:29.431991,0.65,0.55,
Network - High Latency,network_conditions,network-highlatency-019,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.123499393463135,True,133.22,0.66,2025-10-21T08:42:37.770823,0.55,0.65,280.0
Hybrid High - Mixed,hybrid,hybrid-high-mixed-012,high,0.72,0.76,False,['AES_256_GCM'],[],6.137789487838745,True,34.02,0.46,2025-10-21T08:42:46.144710,0.55,0.7,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.109393358230591,True,40.52,0.81,2025-10-21T08:42:54.497775,0.3,0.9,
PQC High - NTRU,post_quantum,pqc-high-ntru-007,very_high,0.8,0.83,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.143732309341431,True,38.81,0.67,2025-10-21T08:43:02.901556,0.58,0.68,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-010,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1266937255859375,True,41.4,0.65,2025-10-21T08:43:11.287946,0.5,0.75,
QKD Very High - CV-QKD,quantum,qkd-veryhigh-cv-003,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1435325145721436,False,182.41,0.82,2025-10-21T08:43:19.690739,0.35,0.88,
PQC Very High - SABER,post_quantum,pqc-veryhigh-saber-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.124610424041748,True,49.63,0.65,2025-10-21T08:43:28.048416,0.52,0.72,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-009,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.09424090385437,True,26.32,0.65,2025-10-21T08:43:36.394066,0.48,0.78,
Hybrid Very High - Transition,hybrid,hybrid-veryhigh-trans-013,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.143909454345703,False,93.12,0.65,2025-10-21T08:43:44.783739,0.48,0.76,
QKD High Security - E91,quantum,qkd-high-e91-002,high,0.85,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.154444932937622,True,52.09,0.83,2025-10-21T08:43:53.186194,0.4,0.85,
Stress - Limited Resources,low_resources,stress-lowres-018,high,0.75,0.78,False,"['AES_192', 'AES_256_GCM']",[],6.119756460189819,False,88.45,0.53,2025-10-21T08:44:01.548478,0.92,0.2,
Classical High - RSA-4096,classical,classical-high-rsa-016,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.141919374465942,True,27.97,0.67,2025-10-21T08:44:09.934816,0.62,0.58,
Stress - Peak Attack + QKD,stress_test,stress-peak-qkd-017,high,0.92,0.88,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.114859580993652,True,30.87,0.53,2025-10-21T08:44:18.306033,0.88,0.3,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-006,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.144247531890869,True,34.06,0.66,2025-10-21T08:44:26.696264,0.55,0.7,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.148220539093018,True,79.4,0.84,2025-10-21T08:44:36.101788,0.45,0.8,
QKD High Security - E91,quantum,qkd-high-e91-002,high,0.85,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.154743671417236,True,66.07,0.83,2025-10-21T08:44:44.473822,0.4,0.85,
Network - High Latency,network_conditions,network-highlatency-019,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1386940479278564,True,128.61,0.66,2025-10-21T08:44:52.859385,0.55,0.65,280.0
Classical High - RSA-4096,classical,classical-high-rsa-016,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13452410697937,True,48.72,0.67,2025-10-21T08:45:01.250621,0.62,0.58,
Stress - Peak Attack + QKD,stress_test,stress-peak-qkd-017,high,0.92,0.88,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.163273572921753,True,21.56,0.53,2025-10-21T08:45:09.646512,0.88,0.3,
Stress - Limited Resources,low_resources,stress-lowres-018,high,0.75,0.78,False,"['AES_192', 'AES_256_GCM']",[],6.110627174377441,True,25.29,0.53,2025-10-21T08:45:18.004422,0.92,0.2,
Classical High - AES-256,classical,classical-high-aes256-014,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.104180097579956,True,47.54,0.67,2025-10-21T08:45:26.353723,0.6,0.6,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.135343551635742,True,56.98,0.81,2025-10-21T08:45:34.748576,0.3,0.9,
PQC High - NTRU,post_quantum,pqc-high-ntru-007,very_high,0.8,0.83,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140226364135742,True,49.16,0.67,2025-10-21T08:45:43.146192,0.58,0.68,
QKD Very High - CV-QKD,quantum,qkd-veryhigh-cv-003,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.110508918762207,True,62.24,0.82,2025-10-21T08:45:51.511524,0.35,0.88,
PQC Very High - SABER,post_quantum,pqc-veryhigh-saber-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.120820760726929,False,118.71,0.65,2025-10-21T08:45:59.890746,0.52,0.72,
Classical Moderate - AES-192,classical,classical-mod-aes192-015,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.133937835693359,True,31.71,0.48,2025-10-21T08:46:08.264446,0.65,0.55,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-010,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.134486675262451,True,44.86,0.65,2025-10-21T08:46:16.644426,0.5,0.75,
Network - Low Latency + QKD,network_conditions,network-lowlatency-020,very_high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1558239459991455,True,68.96,0.82,2025-10-21T08:46:25.030203,0.35,0.85,15.0
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-009,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.09563422203064,False,91.04,0.65,2025-10-21T08:46:33.369137,0.48,0.78,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-005,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.107041120529175,True,29.47,0.65,2025-10-21T08:46:41.716882,0.5,0.75,
Hybrid High - Mixed,hybrid,hybrid-high-mixed-012,high,0.72,0.76,False,"['PQC_DILITHIUM', 'AES_256_GCM']",[],6.11306095123291,True,25.86,0.66,2025-10-21T08:46:50.092602,0.55,0.7,
Hybrid Very High - ECC+PQC,hybrid,hybrid-veryhigh-ecc-011,very_high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1331470012664795,True,46.07,0.65,2025-10-21T08:46:58.468622,0.52,0.73,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-006,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.114597797393799,True,49.47,0.66,2025-10-21T08:47:06.825847,0.55,0.7,
Hybrid Very High - Transition,hybrid,hybrid-veryhigh-trans-013,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131519794464111,True,25.07,0.65,2025-10-21T08:47:15.206509,0.48,0.76,
Stress - Limited Resources,low_resources,stress-lowres-018,high,0.75,0.78,False,"['AES_192', 'AES_256_GCM']",[],6.10120701789856,True,20.2,0.53,2025-10-21T08:47:24.550223,0.92,0.2,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.127211809158325,False,201.04,0.84,2025-10-21T08:47:32.921220,0.45,0.8,
QKD High Security - E91,quantum,qkd-high-e91-002,high,0.85,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.145325660705566,True,59.13,0.83,2025-10-21T08:47:41.321889,0.4,0.85,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.117226839065552,True,40.59,0.81,2025-10-21T08:47:49.681184,0.3,0.9,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-005,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.114136695861816,True,47.85,0.65,2025-10-21T08:47:58.031380,0.5,0.75,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-006,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.158520460128784,True,46.33,0.66,2025-10-21T08:48:06.422723,0.55,0.7,
Hybrid High - Mixed,hybrid,hybrid-high-mixed-012,high,0.72,0.76,False,['AES_256_GCM'],[],6.151368618011475,True,34.76,0.46,2025-10-21T08:48:14.817502,0.55,0.7,
Classical High - AES-256,classical,classical-high-aes256-014,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.118798732757568,True,35.16,0.67,2025-10-21T08:48:23.179438,0.6,0.6,
Classical High - RSA-4096,classical,classical-high-rsa-016,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.107357501983643,True,29.48,0.67,2025-10-21T08:48:31.543280,0.62,0.58,
Stress - Peak Attack + QKD,stress_test,stress-peak-qkd-017,high,0.92,0.88,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.117632865905762,True,18.31,0.53,2025-10-21T08:48:39.914958,0.88,0.3,
PQC Very High - SABER,post_quantum,pqc-veryhigh-saber-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.114052772521973,True,29.79,0.65,2025-10-21T08:48:48.267479,0.52,0.72,
Network - High Latency,network_conditions,network-highlatency-019,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130796670913696,False,143.54,0.66,2025-10-21T08:48:56.652993,0.55,0.65,280.0
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-009,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.149801731109619,True,41.34,0.65,2025-10-21T08:49:05.060003,0.48,0.78,
Hybrid Very High - Transition,hybrid,hybrid-veryhigh-trans-013,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.115094184875488,False,60.68,0.65,2025-10-21T08:49:13.421076,0.48,0.76,
Network - Low Latency + QKD,network_conditions,network-lowlatency-020,very_high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1630473136901855,True,67.83,0.82,2025-10-21T08:49:21.830402,0.35,0.85,15.0
Classical Moderate - AES-192,classical,classical-mod-aes192-015,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.168385028839111,False,65.83,0.48,2025-10-21T08:49:30.256938,0.65,0.55,
QKD Very High - CV-QKD,quantum,qkd-veryhigh-cv-003,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.136104345321655,True,73.36,0.82,2025-10-21T08:49:38.638375,0.35,0.88,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-010,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.107527732849121,False,133.16,0.65,2025-10-21T08:49:46.988387,0.5,0.75,
PQC High - NTRU,post_quantum,pqc-high-ntru-007,very_high,0.8,0.83,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.123990774154663,True,43.14,0.67,2025-10-21T08:49:55.354596,0.58,0.68,
Hybrid Very High - ECC+PQC,hybrid,hybrid-veryhigh-ecc-011,very_high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.147029876708984,True,27.97,0.65,2025-10-21T08:50:03.730649,0.52,0.73,
Classical Moderate - AES-192,classical,classical-mod-aes192-015,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.137010097503662,True,19.45,0.48,2025-10-21T08:50:13.128583,0.65,0.55,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-006,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.113551378250122,True,27.67,0.66,2025-10-21T08:50:21.499562,0.55,0.7,
Network - High Latency,network_conditions,network-highlatency-019,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.142775058746338,False,167.89,0.66,2025-10-21T08:50:29.888874,0.55,0.65,280.0
PQC High - NTRU,post_quantum,pqc-high-ntru-007,very_high,0.8,0.83,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.127862215042114,True,39.75,0.67,2025-10-21T08:50:38.265766,0.58,0.68,
Hybrid Very High - Transition,hybrid,hybrid-veryhigh-trans-013,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13784122467041,True,47.23,0.65,2025-10-21T08:50:46.648674,0.48,0.76,
QKD High Security - E91,quantum,qkd-high-e91-002,high,0.85,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1374595165252686,True,77.46,0.83,2025-10-21T08:50:55.007566,0.4,0.85,
Network - Low Latency + QKD,network_conditions,network-lowlatency-020,very_high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.161409854888916,False,113.5,0.82,2025-10-21T08:51:03.416222,0.35,0.85,15.0
PQC Very High - SABER,post_quantum,pqc-veryhigh-saber-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.127999305725098,True,39.99,0.65,2025-10-21T08:51:11.792134,0.52,0.72,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-010,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.141003370285034,True,30.32,0.65,2025-10-21T08:51:20.179887,0.5,0.75,
Hybrid High - Mixed,hybrid,hybrid-high-mixed-012,high,0.72,0.76,False,['AES_256_GCM'],[],6.150738477706909,True,20.5,0.46,2025-10-21T08:51:28.573632,0.55,0.7,
Stress - Limited Resources,low_resources,stress-lowres-018,high,0.75,0.78,False,"['AES_192', 'AES_256_GCM']",[],6.136488199234009,False,100.88,0.53,2025-10-21T08:51:36.953931,0.92,0.2,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-009,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.156687498092651,True,49.66,0.65,2025-10-21T08:51:45.345367,0.48,0.78,
Stress - Peak Attack + QKD,stress_test,stress-peak-qkd-017,high,0.92,0.88,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.14788031578064,True,17.55,0.53,2025-10-21T08:51:53.731517,0.88,0.3,
QKD Very High - CV-QKD,quantum,qkd-veryhigh-cv-003,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.12787652015686,True,67.56,0.82,2025-10-21T08:52:02.116413,0.35,0.88,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-005,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1642656326293945,True,47.18,0.65,2025-10-21T08:52:10.537962,0.5,0.75,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.112839460372925,True,67.59,0.84,2025-10-21T08:52:18.906637,0.45,0.8,
Hybrid Very High - ECC+PQC,hybrid,hybrid-veryhigh-ecc-011,very_high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.168298721313477,False,84.21,0.65,2025-10-21T08:52:27.330869,0.52,0.73,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.159256219863892,True,46.26,0.81,2025-10-21T08:52:35.725783,0.3,0.9,
Classical High - RSA-4096,classical,classical-high-rsa-016,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.137782573699951,True,47.18,0.67,2025-10-21T08:52:44.110616,0.62,0.58,
Classical High - AES-256,classical,classical-high-aes256-014,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.134114027023315,True,43.71,0.67,2025-10-21T08:52:52.502832,0.6,0.6,
Classical High - AES-256,classical,classical-high-aes256-014,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.146520137786865,True,28.24,0.67,2025-10-21T08:53:01.908629,0.6,0.6,
Network - High Latency,network_conditions,network-highlatency-019,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.145735740661621,True,125.85,0.66,2025-10-21T08:53:10.301627,0.55,0.65,280.0
PQC High - NTRU,post_quantum,pqc-high-ntru-007,very_high,0.8,0.83,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.132709503173828,True,33.09,0.67,2025-10-21T08:53:18.692691,0.58,0.68,
Hybrid Very High - ECC+PQC,hybrid,hybrid-veryhigh-ecc-011,very_high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.137225151062012,True,35.66,0.65,2025-10-21T08:53:27.088467,0.52,0.73,
Classical Moderate - AES-192,classical,classical-mod-aes192-015,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.14019775390625,True,28.44,0.48,2025-10-21T08:53:35.485990,0.65,0.55,
PQC Very High - SABER,post_quantum,pqc-veryhigh-saber-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.085601091384888,True,44.58,0.65,2025-10-21T08:53:43.827475,0.52,0.72,
QKD Very High - CV-QKD,quantum,qkd-veryhigh-cv-003,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.133497714996338,True,60.01,0.82,2025-10-21T08:53:52.219220,0.35,0.88,
Hybrid High - Mixed,hybrid,hybrid-high-mixed-012,high,0.72,0.76,False,['AES_256_GCM'],[],6.138156175613403,True,26.82,0.46,2025-10-21T08:54:00.584023,0.55,0.7,
