episode,iteration,expected,proposed,match,success,latency_ms,resource_usage
4,49,PQC_KYBER,PQC_KYBER,True,True,39.77,0.71
4,49,PQC_DILITHIUM,PQC_DILITHIUM,True,True,31.06,0.7
4,49,PQC_NTRU,PQC_FALCON,False,False,166.26,0.74
4,49,PQC_SABER,PQC_SABER,True,True,39.1,0.65
4,49,PQC_FALCON,PQC_FALCON,True,True,39.15,0.7
4,49,PQC_SPHINCS,PQC_SPHINCS,True,True,30.71,0.7
4,49,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,72.0,0.86
4,49,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,41.64,0.67
4,49,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,36.41,0.65
4,49,RSA_4096,RSA_4096,True,True,29.9,0.53
4,49,ECC_521,ECC_521,True,True,30.81,0.48
4,49,AES_256_GCM,AES_256_GCM,True,True,13.58,0.37
4,49,AES_192,AES_192,True,True,23.86,0.38
4,49,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,13.43,0.43
4,49,FALLBACK_AES,FALLBACK_AES,True,True,24.37,0.36
4,50,QKD_BB84,QKD_BB84,True,True,72.09,0.86
4,50,QKD_E91,HYBRID_ECC_PQC,False,True,41.93,0.67
4,50,QKD_CV-QKD,QKD_CV-QKD,True,True,47.98,0.87
4,50,QKD_MDI-QKD,FALLBACK_AES,False,True,27.18,0.38
4,50,QKD_DECOY,QKD_DECOY,True,True,60.73,0.9
4,50,PQC_KYBER,PQC_KYBER,True,True,40.84,0.67
4,50,PQC_DILITHIUM,PQC_DILITHIUM,True,True,25.46,0.68
4,50,PQC_NTRU,PQC_NTRU,True,True,25.57,0.67
4,50,PQC_SABER,PQC_SABER,True,True,44.25,0.65
4,50,PQC_FALCON,PQC_FALCON,True,True,34.01,0.71
4,50,PQC_SPHINCS,PQC_SPHINCS,True,True,35.89,0.67
4,50,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,61.84,0.91
4,50,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,42.91,0.7
4,50,HYBRID_ECC_PQC,AES_256_GCM,False,True,21.6,0.36
4,50,RSA_4096,RSA_4096,True,True,33.86,0.53
4,50,ECC_521,ECC_521,True,True,19.23,0.49
4,50,AES_256_GCM,AES_256_GCM,True,True,20.57,0.34
4,50,AES_192,AES_192,True,True,11.64,0.39
4,50,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,26.35,0.38
4,50,FALLBACK_AES,FALLBACK_AES,True,True,18.22,0.33
5,1,QKD_BB84,QKD_BB84,True,True,48.07,0.86
5,1,QKD_E91,QKD_E91,True,True,61.92,0.86
5,1,QKD_CV-QKD,QKD_CV-QKD,True,True,72.05,0.88
5,1,QKD_MDI-QKD,QKD_MDI-QKD,True,True,58.31,0.85
5,1,QKD_DECOY,QKD_DECOY,True,True,55.9,0.88
5,1,PQC_KYBER,PQC_KYBER,True,True,29.41,0.7
5,1,PQC_DILITHIUM,PQC_DILITHIUM,True,True,31.0,0.67
5,1,PQC_NTRU,PQC_NTRU,True,True,49.63,0.71
5,1,PQC_SABER,PQC_SABER,True,True,39.08,0.67
5,1,PQC_FALCON,FALLBACK_AES,False,True,28.22,0.37
5,1,PQC_SPHINCS,PQC_SPHINCS,True,True,25.56,0.66
5,1,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,74.94,0.9
5,1,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,32.44,0.7
5,1,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,49.31,0.67
5,1,RSA_4096,QKD_MDI-QKD,False,True,59.57,0.87
5,1,ECC_521,ECC_521,True,True,24.5,0.48
5,1,AES_256_GCM,AES_256_GCM,True,True,13.9,0.39
5,1,AES_192,AES_192,True,True,12.51,0.37
5,1,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,19.54,0.4
5,1,FALLBACK_AES,FALLBACK_AES,True,True,21.13,0.36
5,2,QKD_BB84,AES_192,False,True,14.24,0.33
5,2,QKD_E91,QKD_E91,True,True,74.42,0.88
5,2,QKD_CV-QKD,QKD_CV-QKD,True,True,51.27,0.88
5,2,QKD_MDI-QKD,CHACHA20_POLY1305,False,True,26.16,0.41
5,2,QKD_DECOY,QKD_DECOY,True,True,45.34,0.87
5,2,PQC_KYBER,PQC_KYBER,True,True,43.74,0.68
5,2,PQC_DILITHIUM,PQC_DILITHIUM,True,True,38.7,0.69
5,2,PQC_NTRU,PQC_NTRU,True,True,25.64,0.69
5,2,PQC_SABER,PQC_SABER,True,True,31.82,0.65
5,2,PQC_FALCON,PQC_FALCON,True,True,33.46,0.71
5,2,PQC_SPHINCS,PQC_SPHINCS,True,True,40.36,0.67
5,2,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,64.3,0.86
5,2,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,43.08,0.67
5,2,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,38.82,0.69
5,2,RSA_4096,RSA_4096,True,True,34.55,0.52
5,2,ECC_521,ECC_521,True,True,31.64,0.46
5,2,AES_256_GCM,AES_256_GCM,True,True,28.21,0.37
5,2,AES_192,AES_192,True,True,16.16,0.37
5,2,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,23.57,0.4
5,2,FALLBACK_AES,FALLBACK_AES,True,True,18.95,0.36
5,3,QKD_BB84,QKD_BB84,True,True,51.46,0.87
5,3,QKD_E91,QKD_E91,True,True,57.06,0.89
5,3,QKD_CV-QKD,QKD_CV-QKD,True,True,70.34,0.88
5,3,QKD_MDI-QKD,QKD_MDI-QKD,True,True,67.47,0.89
5,3,QKD_DECOY,QKD_DECOY,True,False,269.3,0.96
5,3,PQC_KYBER,PQC_KYBER,True,False,139.41,0.72
5,3,PQC_DILITHIUM,PQC_DILITHIUM,True,True,29.82,0.68
5,3,PQC_NTRU,PQC_NTRU,True,True,25.74,0.7
5,3,PQC_SABER,PQC_SABER,True,True,28.29,0.66
5,3,PQC_FALCON,PQC_FALCON,True,True,33.37,0.65
5,3,PQC_SPHINCS,QKD_BB84,False,False,278.98,0.97
5,3,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,52.34,0.85
5,3,HYBRID_RSA_PQC,AES_256_GCM,False,False,101.13,0.38
5,3,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,47.88,0.7
5,3,RSA_4096,RSA_4096,True,True,33.64,0.51
5,3,ECC_521,QKD_DECOY,False,True,62.71,0.86
5,3,AES_256_GCM,AES_256_GCM,True,True,13.48,0.37
5,3,AES_192,AES_192,True,True,19.37,0.34
5,3,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,21.7,0.38
5,3,FALLBACK_AES,FALLBACK_AES,True,True,21.06,0.35
5,4,QKD_BB84,QKD_BB84,True,True,65.93,0.91
5,4,QKD_E91,QKD_E91,True,True,48.48,0.91
5,4,QKD_CV-QKD,QKD_CV-QKD,True,True,70.66,0.88
5,4,QKD_MDI-QKD,QKD_MDI-QKD,True,True,57.1,0.86
5,4,QKD_DECOY,QKD_DECOY,True,True,59.41,0.88
5,4,PQC_KYBER,PQC_KYBER,True,True,32.67,0.66
5,4,PQC_DILITHIUM,HYBRID_QKD_PQC,False,False,206.08,0.97
5,4,PQC_NTRU,PQC_NTRU,True,True,27.6,0.7
5,4,PQC_SABER,PQC_SABER,True,True,36.57,0.66
5,4,PQC_FALCON,PQC_FALCON,True,True,49.22,0.65
5,4,PQC_SPHINCS,PQC_SPHINCS,True,True,44.39,0.68
5,4,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,73.36,0.88
5,4,HYBRID_RSA_PQC,HYBRID_QKD_PQC,False,True,59.58,0.86
5,4,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,40.73,0.71
5,4,RSA_4096,RSA_4096,True,True,39.79,0.49
5,4,ECC_521,ECC_521,True,True,35.11,0.48
5,4,AES_256_GCM,AES_256_GCM,True,True,18.34,0.37
5,4,AES_192,AES_192,True,True,17.71,0.38
5,4,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,19.7,0.41
5,4,FALLBACK_AES,RSA_4096,False,True,25.29,0.54
5,5,QKD_BB84,QKD_BB84,True,True,71.08,0.87
5,5,QKD_E91,QKD_E91,True,True,63.07,0.89
5,5,QKD_CV-QKD,QKD_CV-QKD,True,True,47.97,0.88
5,5,QKD_MDI-QKD,CHACHA20_POLY1305,False,False,95.9,0.43
5,5,QKD_DECOY,QKD_DECOY,True,True,46.82,0.9
5,5,PQC_KYBER,PQC_KYBER,True,True,48.21,0.68
5,5,PQC_DILITHIUM,PQC_DILITHIUM,True,True,42.52,0.68
5,5,PQC_NTRU,PQC_NTRU,True,True,33.97,0.68
5,5,PQC_SABER,PQC_SABER,True,True,35.21,0.66
5,5,PQC_FALCON,PQC_FALCON,True,True,48.33,0.71
5,5,PQC_SPHINCS,PQC_SPHINCS,True,True,37.87,0.7
5,5,HYBRID_QKD_PQC,QKD_MDI-QKD,False,True,68.95,0.87
5,5,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,34.02,0.65
5,5,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,30.37,0.67
5,5,RSA_4096,RSA_4096,True,True,32.8,0.51
5,5,ECC_521,ECC_521,True,True,34.26,0.46
5,5,AES_256_GCM,AES_256_GCM,True,True,24.28,0.36
5,5,AES_192,AES_192,True,True,15.48,0.38
5,5,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,29.17,0.41
5,5,FALLBACK_AES,FALLBACK_AES,True,True,15.98,0.36
5,6,QKD_BB84,QKD_BB84,True,True,66.37,0.91
5,6,QKD_E91,QKD_E91,True,True,49.36,0.87
5,6,QKD_CV-QKD,QKD_CV-QKD,True,True,62.7,0.88
5,6,QKD_MDI-QKD,QKD_MDI-QKD,True,True,56.72,0.9
5,6,QKD_DECOY,QKD_DECOY,True,True,73.61,0.87
5,6,PQC_KYBER,PQC_KYBER,True,True,34.3,0.68
5,6,PQC_DILITHIUM,PQC_DILITHIUM,True,True,25.12,0.68
5,6,PQC_NTRU,QKD_BB84,False,True,65.99,0.89
5,6,PQC_SABER,PQC_SABER,True,True,39.74,0.68
5,6,PQC_FALCON,PQC_FALCON,True,True,30.05,0.66
5,6,PQC_SPHINCS,PQC_SPHINCS,True,True,36.59,0.69
5,6,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,62.82,0.88
5,6,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,38.41,0.68
5,6,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,35.41,0.66
5,6,RSA_4096,RSA_4096,True,True,35.65,0.5
5,6,ECC_521,ECC_521,True,True,35.77,0.5
5,6,AES_256_GCM,AES_256_GCM,True,True,17.73,0.38
5,6,AES_192,AES_192,True,True,15.76,0.37
5,6,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,13.51,0.42
5,6,FALLBACK_AES,FALLBACK_AES,True,True,19.77,0.37
5,7,QKD_BB84,QKD_BB84,True,True,46.42,0.85
5,7,QKD_E91,QKD_E91,True,True,45.46,0.86
5,7,QKD_CV-QKD,QKD_CV-QKD,True,True,68.86,0.9
5,7,QKD_MDI-QKD,QKD_MDI-QKD,True,True,64.26,0.87
5,7,QKD_DECOY,QKD_DECOY,True,True,69.85,0.86
5,7,PQC_KYBER,PQC_KYBER,True,True,49.78,0.65
5,7,PQC_DILITHIUM,PQC_DILITHIUM,True,True,41.28,0.68
5,7,PQC_NTRU,PQC_NTRU,True,True,41.41,0.7
5,7,PQC_SABER,PQC_SABER,True,True,32.99,0.71
5,7,PQC_FALCON,PQC_FALCON,True,True,39.95,0.66
5,7,PQC_SPHINCS,PQC_SPHINCS,True,True,25.53,0.69
5,7,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,65.05,0.85
5,7,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,47.15,0.7
5,7,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,42.53,0.69
5,7,RSA_4096,RSA_4096,True,True,32.53,0.54
5,7,ECC_521,ECC_521,True,True,18.83,0.46
5,7,AES_256_GCM,AES_256_GCM,True,True,26.25,0.35
5,7,AES_192,AES_192,True,True,25.6,0.36
5,7,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,26.07,0.38
5,7,FALLBACK_AES,FALLBACK_AES,True,True,10.31,0.36
5,8,QKD_BB84,QKD_BB84,True,True,57.98,0.89
5,8,QKD_E91,QKD_E91,True,True,68.01,0.89
5,8,QKD_CV-QKD,QKD_CV-QKD,True,True,46.88,0.88
5,8,QKD_MDI-QKD,CHACHA20_POLY1305,False,True,19.26,0.41
5,8,QKD_DECOY,FALLBACK_AES,False,True,27.58,0.37
5,8,PQC_KYBER,PQC_KYBER,True,True,43.19,0.7
5,8,PQC_DILITHIUM,PQC_DILITHIUM,True,True,43.39,0.71
5,8,PQC_NTRU,PQC_NTRU,True,True,46.3,0.65
5,8,PQC_SABER,PQC_SABER,True,True,49.62,0.7
5,8,PQC_FALCON,PQC_FALCON,True,True,38.2,0.71
5,8,PQC_SPHINCS,PQC_SPHINCS,True,True,48.32,0.66
5,8,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,58.33,0.85
5,8,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,30.16,0.67
5,8,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,48.27,0.68
5,8,RSA_4096,RSA_4096,True,True,25.65,0.55
5,8,ECC_521,ECC_521,True,True,26.04,0.5
5,8,AES_256_GCM,AES_256_GCM,True,True,20.12,0.37
5,8,AES_192,AES_192,True,True,27.52,0.39
5,8,CHACHA20_POLY1305,ECC_521,False,True,29.9,0.49
5,8,FALLBACK_AES,FALLBACK_AES,True,True,13.43,0.35
5,9,QKD_BB84,QKD_MDI-QKD,False,True,65.91,0.89
5,9,QKD_E91,QKD_E91,True,True,54.41,0.86
5,9,QKD_CV-QKD,QKD_CV-QKD,True,True,69.39,0.88
5,9,QKD_MDI-QKD,QKD_MDI-QKD,True,True,49.72,0.9
5,9,QKD_DECOY,QKD_DECOY,True,False,277.19,0.97
5,9,PQC_KYBER,PQC_KYBER,True,True,49.19,0.66
5,9,PQC_DILITHIUM,PQC_DILITHIUM,True,True,39.22,0.7
5,9,PQC_NTRU,PQC_NTRU,True,True,29.88,0.7
5,9,PQC_SABER,PQC_SABER,True,True,45.79,0.66
5,9,PQC_FALCON,PQC_FALCON,True,True,39.93,0.7
5,9,PQC_SPHINCS,PQC_SPHINCS,True,True,40.46,0.68
5,9,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,False,211.22,0.98
5,9,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,31.93,0.69
5,9,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,41.71,0.67
5,9,RSA_4096,RSA_4096,True,True,21.09,0.54
5,9,ECC_521,ECC_521,True,True,21.32,0.49
5,9,AES_256_GCM,PQC_SPHINCS,False,True,32.32,0.69
5,9,AES_192,AES_192,True,True,27.61,0.38
5,9,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,23.08,0.38
5,9,FALLBACK_AES,FALLBACK_AES,True,True,16.39,0.33
5,10,QKD_BB84,QKD_BB84,True,True,74.89,0.89
5,10,QKD_E91,AES_256_GCM,False,False,111.24,0.4
5,10,QKD_CV-QKD,CHACHA20_POLY1305,False,True,23.11,0.4
5,10,QKD_MDI-QKD,QKD_MDI-QKD,True,True,68.56,0.91
5,10,QKD_DECOY,QKD_DECOY,True,True,66.72,0.88
5,10,PQC_KYBER,PQC_KYBER,True,True,27.52,0.71
5,10,PQC_DILITHIUM,PQC_DILITHIUM,True,True,36.48,0.7
5,10,PQC_NTRU,QKD_BB84,False,True,48.8,0.88
5,10,PQC_SABER,PQC_SABER,True,True,46.82,0.71
5,10,PQC_FALCON,FALLBACK_AES,False,True,28.6,0.36
5,10,PQC_SPHINCS,PQC_SPHINCS,True,True,26.59,0.69
5,10,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,70.71,0.88
5,10,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,40.89,0.68
5,10,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,41.6,0.65
5,10,RSA_4096,RSA_4096,True,True,34.76,0.53
5,10,ECC_521,ECC_521,True,True,35.82,0.46
5,10,AES_256_GCM,AES_256_GCM,True,True,11.1,0.36
5,10,AES_192,AES_192,True,True,20.01,0.36
5,10,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,16.0,0.37
5,10,FALLBACK_AES,FALLBACK_AES,True,True,15.84,0.34
5,11,QKD_BB84,QKD_BB84,True,True,73.51,0.87
5,11,QKD_E91,QKD_E91,True,True,52.54,0.86
5,11,QKD_CV-QKD,QKD_CV-QKD,True,True,46.64,0.85
5,11,QKD_MDI-QKD,PQC_SPHINCS,False,True,32.74,0.68
5,11,QKD_DECOY,QKD_DECOY,True,True,57.01,0.89
5,11,PQC_KYBER,PQC_KYBER,True,True,48.56,0.68
5,11,PQC_DILITHIUM,PQC_DILITHIUM,True,True,27.52,0.71
5,11,PQC_NTRU,PQC_NTRU,True,True,28.03,0.65
5,11,PQC_SABER,PQC_SABER,True,True,25.21,0.7
5,11,PQC_FALCON,QKD_MDI-QKD,False,False,272.32,0.99
5,11,PQC_SPHINCS,PQC_SPHINCS,True,True,41.68,0.71
5,11,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,71.65,0.86
5,11,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,40.64,0.7
5,11,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,49.32,0.66
5,11,RSA_4096,RSA_4096,True,True,27.45,0.53
5,11,ECC_521,ECC_521,True,True,28.05,0.48
5,11,AES_256_GCM,AES_256_GCM,True,True,12.25,0.34
5,11,AES_192,AES_192,True,True,28.76,0.37
5,11,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,16.84,0.4
5,11,FALLBACK_AES,FALLBACK_AES,True,True,18.21,0.37
5,12,QKD_BB84,QKD_BB84,True,True,61.22,0.9
5,12,QKD_E91,QKD_E91,True,True,60.22,0.9
5,12,QKD_CV-QKD,QKD_CV-QKD,True,True,72.89,0.87
5,12,QKD_MDI-QKD,QKD_MDI-QKD,True,True,54.21,0.87
5,12,QKD_DECOY,QKD_DECOY,True,True,69.6,0.86
5,12,PQC_KYBER,PQC_KYBER,True,True,28.91,0.7
5,12,PQC_DILITHIUM,PQC_DILITHIUM,True,True,31.67,0.68
5,12,PQC_NTRU,PQC_NTRU,True,True,36.88,0.65
5,12,PQC_SABER,QKD_E91,False,False,241.9,0.94
5,12,PQC_FALCON,PQC_FALCON,True,True,47.71,0.69
5,12,PQC_SPHINCS,PQC_SPHINCS,True,True,44.44,0.68
5,12,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,55.58,0.86
5,12,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,48.03,0.66
5,12,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,30.13,0.71
5,12,RSA_4096,RSA_4096,True,True,23.03,0.53
5,12,ECC_521,ECC_521,True,True,34.19,0.46
5,12,AES_256_GCM,AES_192,False,True,18.69,0.36
5,12,AES_192,AES_192,True,True,19.5,0.39
5,12,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,29.96,0.38
5,12,FALLBACK_AES,FALLBACK_AES,True,False,103.19,0.37
5,13,QKD_BB84,QKD_BB84,True,True,73.39,0.87
5,13,QKD_E91,QKD_E91,True,True,47.72,0.87
5,13,QKD_CV-QKD,QKD_CV-QKD,True,True,56.11,0.89
5,13,QKD_MDI-QKD,QKD_MDI-QKD,True,True,49.62,0.87
5,13,QKD_DECOY,QKD_DECOY,True,True,67.71,0.9
5,13,PQC_KYBER,PQC_KYBER,True,True,30.74,0.66
5,13,PQC_DILITHIUM,PQC_DILITHIUM,True,True,28.75,0.67
5,13,PQC_NTRU,PQC_NTRU,True,True,44.97,0.67
5,13,PQC_SABER,PQC_SABER,True,True,29.39,0.67
5,13,PQC_FALCON,QKD_BB84,False,False,241.48,0.95
5,13,PQC_SPHINCS,PQC_SPHINCS,True,True,43.56,0.67
5,13,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,71.85,0.9
5,13,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,30.41,0.69
5,13,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,42.39,0.67
5,13,RSA_4096,RSA_4096,True,True,37.71,0.5
5,13,ECC_521,ECC_521,True,True,24.95,0.5
5,13,AES_256_GCM,AES_256_GCM,True,True,10.83,0.37
5,13,AES_192,AES_192,True,True,14.01,0.38
5,13,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,19.63,0.43
5,13,FALLBACK_AES,FALLBACK_AES,True,True,17.19,0.34
5,14,QKD_BB84,QKD_BB84,True,True,46.6,0.89
5,14,QKD_E91,QKD_E91,True,True,61.67,0.86
5,14,QKD_CV-QKD,AES_192,False,True,24.38,0.38
5,14,QKD_MDI-QKD,QKD_MDI-QKD,True,True,65.47,0.89
5,14,QKD_DECOY,QKD_DECOY,True,True,50.44,0.88
5,14,PQC_KYBER,PQC_KYBER,True,True,32.17,0.66
5,14,PQC_DILITHIUM,PQC_DILITHIUM,True,True,38.84,0.7
5,14,PQC_NTRU,PQC_NTRU,True,True,48.52,0.65
5,14,PQC_SABER,PQC_SABER,True,True,39.59,0.71
5,14,PQC_FALCON,PQC_FALCON,True,True,35.62,0.67
5,14,PQC_SPHINCS,PQC_SPHINCS,True,True,29.36,0.66
5,14,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,73.18,0.89
5,14,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,38.49,0.7
5,14,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,26.81,0.66
5,14,RSA_4096,RSA_4096,True,True,29.45,0.54
5,14,ECC_521,ECC_521,True,True,30.13,0.46
5,14,AES_256_GCM,AES_256_GCM,True,True,29.91,0.36
5,14,AES_192,AES_192,True,True,27.08,0.35
5,14,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,16.61,0.42
5,14,FALLBACK_AES,FALLBACK_AES,True,True,28.17,0.36
5,15,QKD_BB84,QKD_BB84,True,True,45.97,0.85
5,15,QKD_E91,QKD_E91,True,True,50.5,0.86
5,15,QKD_CV-QKD,QKD_CV-QKD,True,True,64.28,0.86
5,15,QKD_MDI-QKD,QKD_MDI-QKD,True,True,66.7,0.91
5,15,QKD_DECOY,QKD_DECOY,True,True,51.05,0.89
5,15,PQC_KYBER,PQC_KYBER,True,True,33.25,0.66
5,15,PQC_DILITHIUM,PQC_DILITHIUM,True,True,42.99,0.66
5,15,PQC_NTRU,PQC_NTRU,True,True,41.54,0.68
5,15,PQC_SABER,PQC_SABER,True,True,29.4,0.68
5,15,PQC_FALCON,PQC_FALCON,True,True,36.8,0.66
5,15,PQC_SPHINCS,PQC_SPHINCS,True,True,28.55,0.66
5,15,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,66.68,0.86
5,15,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,46.28,0.71
5,15,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,36.04,0.68
5,15,RSA_4096,RSA_4096,True,True,24.85,0.53
5,15,ECC_521,ECC_521,True,True,24.12,0.46
5,15,AES_256_GCM,AES_256_GCM,True,True,22.88,0.38
5,15,AES_192,AES_192,True,True,22.45,0.36
5,15,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,31.23,0.37
5,15,FALLBACK_AES,FALLBACK_AES,True,True,29.91,0.35
5,16,QKD_BB84,QKD_BB84,True,True,47.82,0.89
5,16,QKD_E91,AES_256_GCM,False,True,22.63,0.33
5,16,QKD_CV-QKD,QKD_CV-QKD,True,True,59.01,0.88
5,16,QKD_MDI-QKD,QKD_MDI-QKD,True,True,58.52,0.85
5,16,QKD_DECOY,QKD_DECOY,True,True,63.48,0.89
5,16,PQC_KYBER,PQC_KYBER,True,True,39.93,0.69
5,16,PQC_DILITHIUM,PQC_DILITHIUM,True,True,30.99,0.68
5,16,PQC_NTRU,PQC_NTRU,True,True,37.2,0.7
5,16,PQC_SABER,PQC_SABER,True,True,38.71,0.68
5,16,PQC_FALCON,PQC_FALCON,True,True,37.69,0.69
5,16,PQC_SPHINCS,PQC_SPHINCS,True,True,44.0,0.68
5,16,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,53.89,0.85
5,16,HYBRID_RSA_PQC,QKD_DECOY,False,False,283.92,0.96
5,16,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,25.71,0.7
5,16,RSA_4096,RSA_4096,True,True,28.83,0.53
5,16,ECC_521,ECC_521,True,True,35.7,0.48
5,16,AES_256_GCM,AES_256_GCM,True,True,20.72,0.37
5,16,AES_192,AES_192,True,True,20.74,0.39
5,16,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,21.09,0.42
5,16,FALLBACK_AES,FALLBACK_AES,True,True,23.08,0.33
5,17,QKD_BB84,QKD_BB84,True,True,71.15,0.86
5,17,QKD_E91,QKD_E91,True,True,63.05,0.85
5,17,QKD_CV-QKD,QKD_CV-QKD,True,True,66.29,0.87
5,17,QKD_MDI-QKD,QKD_MDI-QKD,True,True,58.64,0.86
5,17,QKD_DECOY,CHACHA20_POLY1305,False,True,14.62,0.41
5,17,PQC_KYBER,QKD_BB84,False,False,207.46,0.95
5,17,PQC_DILITHIUM,PQC_DILITHIUM,True,True,37.02,0.67
5,17,PQC_NTRU,QKD_E91,False,False,245.6,0.94
5,17,PQC_SABER,PQC_SABER,True,True,48.99,0.68
5,17,PQC_FALCON,PQC_FALCON,True,True,27.0,0.67
5,17,PQC_SPHINCS,PQC_SPHINCS,True,True,29.98,0.67
5,17,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,68.91,0.88
5,17,HYBRID_RSA_PQC,PQC_KYBER,False,False,155.01,0.74
5,17,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,36.62,0.67
5,17,RSA_4096,RSA_4096,True,True,38.16,0.55
5,17,ECC_521,QKD_MDI-QKD,False,False,216.44,0.99
5,17,AES_256_GCM,AES_256_GCM,True,True,22.46,0.37
5,17,AES_192,AES_192,True,True,29.16,0.34
5,17,CHACHA20_POLY1305,CHACHA20_POLY1305,True,True,18.26,0.41
5,17,FALLBACK_AES,FALLBACK_AES,True,True,22.76,0.38
5,18,QKD_BB84,QKD_BB84,True,True,54.35,0.87
5,18,QKD_E91,QKD_E91,True,True,61.14,0.87
5,18,QKD_CV-QKD,QKD_CV-QKD,True,True,45.57,0.87
5,18,QKD_MDI-QKD,QKD_MDI-QKD,True,True,64.22,0.86
5,18,QKD_DECOY,QKD_DECOY,True,True,46.24,0.91
5,18,PQC_KYBER,PQC_KYBER,True,True,28.94,0.67
5,18,PQC_DILITHIUM,PQC_DILITHIUM,True,True,44.51,0.68
5,18,PQC_NTRU,PQC_NTRU,True,True,41.33,0.68
5,18,PQC_SABER,PQC_SABER,True,True,38.47,0.7
5,18,PQC_FALCON,PQC_FALCON,True,True,30.43,0.68
5,18,PQC_SPHINCS,PQC_SPHINCS,True,True,38.95,0.7
5,18,HYBRID_QKD_PQC,HYBRID_QKD_PQC,True,True,52.26,0.86
5,18,HYBRID_RSA_PQC,HYBRID_RSA_PQC,True,True,33.99,0.67
5,18,HYBRID_ECC_PQC,HYBRID_ECC_PQC,True,True,26.16,0.66
5,18,RSA_4096,RSA_4096,True,True,26.83,0.5
5,18,ECC_521,ECC_521,True,True,23.39,0.47
