scenario_name,scenario_category,request_id,security_level,risk_score,conf_score,has_qkd,proposed_algorithms,fallback_algorithms,response_time,feedback_success,feedback_latency,feedback_resource_usage,timestamp,system_load,available_resources,network_latency
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.137192964553833,True,40.51,0.67,2025-10-22T09:48:08.262038,0.62,0.58,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.120675325393677,True,38.62,0.66,2025-10-22T09:48:16.724529,0.52,0.72,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.139042854309082,True,102.57,0.66,2025-10-22T09:48:25.207644,0.55,0.65,280.0
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.126599550247192,False,189.03,0.83,2025-10-22T09:48:33.677129,0.3,0.9,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.13649845123291,True,52.76,0.83,2025-10-22T09:48:42.162182,0.35,0.88,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.138072967529297,True,68.48,0.84,2025-10-22T09:48:50.646988,0.38,0.85,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1381096839904785,True,33.33,0.67,2025-10-22T09:48:59.124407,0.6,0.6,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.131281614303589,True,23.83,0.48,2025-10-22T09:49:07.605513,0.65,0.55,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.124767303466797,True,29.2,0.65,2025-10-22T09:49:16.073756,0.48,0.78,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.128359794616699,True,53.44,0.66,2025-10-22T09:49:24.549566,0.55,0.7,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1305437088012695,True,37.97,0.67,2025-10-22T09:49:33.024983,0.58,0.68,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.126901388168335,True,31.07,0.67,2025-10-22T09:49:41.492087,0.58,0.68,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.125488042831421,True,61.62,0.85,2025-10-22T09:49:49.948327,0.45,0.8,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.131817102432251,False,99.77,0.51,2025-10-22T09:49:58.424332,0.88,0.3,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1283228397369385,True,50.58,0.66,2025-10-22T09:50:06.892478,0.55,0.7,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['AES_192', 'AES_256_GCM']",[],6.128221273422241,True,37.48,0.45,2025-10-22T09:50:15.362593,0.48,0.76,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.126622676849365,True,41.64,0.67,2025-10-22T09:50:23.824724,0.6,0.65,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.122256517410278,True,48.19,0.66,2025-10-22T09:50:33.782893,0.55,0.7,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.132322311401367,True,39.1,0.66,2025-10-22T09:50:42.260525,0.52,0.72,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.137669801712036,True,82.77,0.83,2025-10-22T09:50:50.746722,0.35,0.88,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.110631227493286,True,49.97,0.67,2025-10-22T09:50:59.201711,0.6,0.65,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130511283874512,True,38.99,0.65,2025-10-22T09:51:07.682216,0.5,0.75,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1254355907440186,True,35.88,0.65,2025-10-22T09:51:16.148782,0.5,0.75,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.114935398101807,True,73.0,0.85,2025-10-22T09:51:24.598199,0.48,0.78,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.132099866867065,True,40.42,0.67,2025-10-22T09:51:33.072962,0.58,0.68,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.136109113693237,True,60.16,0.85,2025-10-22T09:51:41.551868,0.45,0.8,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['PQC_SABER', 'PQC_KYBER', 'AES_256_GCM']",[],6.133829355239868,True,47.57,0.64,2025-10-22T09:51:50.034738,0.38,0.85,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.138168811798096,True,83.49,0.83,2025-10-22T09:51:58.513849,0.3,0.9,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.134835958480835,False,128.81,0.67,2025-10-22T09:52:06.992131,0.6,0.6,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.129258155822754,True,43.37,0.67,2025-10-22T09:52:15.456242,0.62,0.58,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.115692377090454,True,41.66,0.67,2025-10-22T09:52:23.917596,0.58,0.68,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1274354457855225,True,115.78,0.66,2025-10-22T09:52:32.382573,0.55,0.65,280.0
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13074254989624,True,50.8,0.65,2025-10-22T09:52:40.857809,0.48,0.78,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.123601913452148,True,31.15,0.51,2025-10-22T09:52:49.327311,0.88,0.3,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.141525745391846,True,46.73,0.65,2025-10-22T09:52:57.810130,0.48,0.76,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.127553939819336,True,41.25,0.66,2025-10-22T09:53:06.279049,0.55,0.7,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.12204647064209,True,21.73,0.48,2025-10-22T09:53:14.743027,0.65,0.55,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.116726636886597,True,33.09,0.48,2025-10-22T09:53:24.701829,0.65,0.55,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.13436222076416,False,50.54,0.51,2025-10-22T09:53:33.178538,0.88,0.3,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.132755994796753,True,59.98,0.85,2025-10-22T09:53:41.653596,0.48,0.78,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1276702880859375,True,51.88,0.65,2025-10-22T09:53:50.120050,0.5,0.75,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125995874404907,True,52.49,0.65,2025-10-22T09:53:58.584605,0.5,0.75,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1402740478515625,True,52.45,0.84,2025-10-22T09:54:07.065778,0.38,0.85,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131288290023804,True,36.44,0.67,2025-10-22T09:54:15.536586,0.58,0.68,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.135128498077393,True,32.71,0.67,2025-10-22T09:54:24.024544,0.6,0.65,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.129881858825684,True,78.97,0.83,2025-10-22T09:54:32.494248,0.35,0.88,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.142207384109497,True,116.05,0.66,2025-10-22T09:54:40.976186,0.55,0.65,280.0
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.189522743225098,True,41.78,0.67,2025-10-22T09:54:49.504848,0.6,0.6,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.11850905418396,True,40.61,0.65,2025-10-22T09:54:57.963756,0.48,0.76,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131026268005371,True,38.07,0.65,2025-10-22T09:55:06.434160,0.48,0.78,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.120256423950195,True,40.3,0.66,2025-10-22T09:55:14.897321,0.55,0.7,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1388537883758545,True,39.91,0.67,2025-10-22T09:55:23.379594,0.58,0.68,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130990028381348,True,34.2,0.66,2025-10-22T09:55:31.844112,0.55,0.7,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125625848770142,True,51.16,0.67,2025-10-22T09:55:40.307113,0.62,0.58,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.131922960281372,False,94.73,0.85,2025-10-22T09:55:48.776828,0.45,0.8,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.145137071609497,True,60.57,0.83,2025-10-22T09:55:57.261619,0.3,0.9,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.138079404830933,True,39.98,0.66,2025-10-22T09:56:05.739718,0.52,0.72,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.124752044677734,True,84.73,0.83,2025-10-22T09:56:20.784004,0.35,0.88,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_SABER', 'AES_256_GCM']",[],6.12855863571167,True,30.88,0.65,2025-10-22T09:56:29.269856,0.48,0.76,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1389172077178955,True,35.16,0.65,2025-10-22T09:56:37.743474,0.5,0.75,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.134655714035034,True,75.27,0.85,2025-10-22T09:56:46.216487,0.48,0.78,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.139808416366577,True,25.76,0.51,2025-10-22T09:56:54.695446,0.88,0.3,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.127328634262085,True,51.66,0.83,2025-10-22T09:57:03.148960,0.3,0.9,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140052795410156,True,44.08,0.66,2025-10-22T09:57:11.634380,0.55,0.7,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.124826669692993,True,28.36,0.48,2025-10-22T09:57:20.095737,0.65,0.55,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.127718925476074,True,37.73,0.67,2025-10-22T09:57:28.566295,0.62,0.58,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.141113758087158,False,116.7,0.66,2025-10-22T09:57:37.056457,0.52,0.72,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133890390396118,True,28.04,0.67,2025-10-22T09:57:45.542371,0.6,0.65,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130699396133423,True,53.84,0.67,2025-10-22T09:57:54.014112,0.58,0.68,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.144341230392456,True,49.66,0.85,2025-10-22T09:58:02.512157,0.45,0.8,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125976085662842,True,28.49,0.66,2025-10-22T09:58:10.980158,0.55,0.7,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.135855197906494,True,42.05,0.67,2025-10-22T09:58:19.453934,0.6,0.6,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140902042388916,True,104.02,0.66,2025-10-22T09:58:27.927545,0.55,0.65,280.0
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125277280807495,True,45.72,0.67,2025-10-22T09:58:36.396311,0.58,0.68,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.128904104232788,True,54.72,0.84,2025-10-22T09:58:44.862735,0.38,0.85,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130828142166138,True,38.41,0.65,2025-10-22T09:58:53.323691,0.48,0.78,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.138754844665527,True,37.95,0.65,2025-10-22T09:59:01.803191,0.5,0.75,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1258544921875,True,53.83,0.67,2025-10-22T09:59:11.771090,0.6,0.6,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133025884628296,True,53.97,0.66,2025-10-22T09:59:20.239529,0.55,0.7,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['AES_192', 'AES_256_GCM']",[],6.1354265213012695,False,57.37,0.47,2025-10-22T09:59:28.718893,0.62,0.58,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140953302383423,True,52.75,0.67,2025-10-22T09:59:37.201456,0.58,0.68,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133956432342529,True,116.98,0.66,2025-10-22T09:59:45.685956,0.55,0.65,280.0
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131475925445557,True,31.29,0.67,2025-10-22T09:59:54.159454,0.6,0.65,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.12480354309082,False,76.75,0.51,2025-10-22T10:00:02.621908,0.88,0.3,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.1106414794921875,True,19.37,0.48,2025-10-22T10:00:11.072954,0.65,0.55,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1318135261535645,True,82.94,0.83,2025-10-22T10:00:19.557399,0.35,0.88,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.117476940155029,False,108.34,0.66,2025-10-22T10:00:28.010038,0.52,0.72,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1173095703125,True,52.89,0.84,2025-10-22T10:00:36.476164,0.38,0.85,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.134401559829712,True,48.63,0.83,2025-10-22T10:00:44.951357,0.3,0.9,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1300880908966064,True,53.13,0.65,2025-10-22T10:00:53.421197,0.48,0.76,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.139506816864014,True,31.76,0.67,2025-10-22T10:01:01.902549,0.58,0.68,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.129344463348389,True,36.1,0.66,2025-10-22T10:01:10.369655,0.55,0.7,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.127715349197388,True,68.43,0.85,2025-10-22T10:01:18.836568,0.48,0.78,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.138710260391235,True,50.92,0.65,2025-10-22T10:01:27.314584,0.5,0.75,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.124459266662598,False,85.75,0.65,2025-10-22T10:01:35.776316,0.48,0.78,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.122910261154175,True,42.85,0.65,2025-10-22T10:01:44.235093,0.5,0.75,
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.126471281051636,True,80.39,0.85,2025-10-22T10:01:52.698664,0.45,0.8,
PQC High - SABER,post_quantum,pqc-high-saber-009,high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133190870285034,True,28.41,0.67,2025-10-22T10:02:02.667972,0.58,0.68,
PQC Very High - DILITHIUM,post_quantum,pqc-veryhigh-dilithium-007,very_high,0.85,0.88,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.132907867431641,True,49.37,0.66,2025-10-22T10:02:11.139093,0.55,0.7,
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.131774187088013,False,67.91,0.51,2025-10-22T10:02:19.605676,0.88,0.3,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1236572265625,True,115.0,0.66,2025-10-22T10:02:28.069673,0.55,0.65,280.0
QKD High - CV-QKD,quantum,qkd-high-cv-003,high,0.82,0.87,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.131691217422485,True,56.0,0.85,2025-10-22T10:02:36.540054,0.45,0.8,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1294472217559814,True,37.53,0.66,2025-10-22T10:02:45.015422,0.55,0.7,
QKD Very High - DECOY,quantum,qkd-veryhigh-decoy-005,very_high,0.86,0.9,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.125512361526489,True,59.86,0.84,2025-10-22T10:02:53.476650,0.38,0.85,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.136775732040405,True,44.67,0.66,2025-10-22T10:03:01.952386,0.52,0.72,
Hybrid Very High - RSA+PQC,hybrid,hybrid-veryhigh-rsa-012,very_high,0.78,0.82,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133906841278076,True,43.81,0.65,2025-10-22T10:03:10.427291,0.5,0.75,
QKD High - MDI-QKD,quantum,qkd-high-mdi-004,high,0.8,0.85,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.135857105255127,True,67.8,0.85,2025-10-22T10:03:18.921380,0.48,0.78,
Classical High - ECC-521,classical,classical-high-ecc-018,high,0.68,0.72,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.129256248474121,True,40.27,0.67,2025-10-22T10:03:27.391716,0.62,0.58,
Classical High - AES-256,classical,classical-high-aes256-016,high,0.65,0.7,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.121947288513184,True,47.4,0.67,2025-10-22T10:03:35.859711,0.6,0.6,
Classical Moderate - RSA-4096,classical,classical-mod-rsa-017,moderate,0.5,0.55,False,['AES_256_GCM'],[],6.132784366607666,True,24.14,0.48,2025-10-22T10:03:44.338297,0.65,0.55,
PQC Ultra - KYBER,post_quantum,pqc-ultra-kyber-006,ultra,0.92,0.95,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130229711532593,True,46.1,0.65,2025-10-22T10:03:52.809687,0.5,0.75,
Hybrid Very High - Mixed,hybrid,hybrid-veryhigh-mixed-014,very_high,0.81,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.137571096420288,True,33.86,0.65,2025-10-22T10:04:01.286165,0.48,0.76,
QKD Ultra Security - BB84,quantum,qkd-ultra-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.131248474121094,True,79.39,0.83,2025-10-22T10:04:09.758922,0.3,0.9,
PQC Ultra - FALCON,post_quantum,pqc-ultra-falcon-010,ultra,0.94,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.127159833908081,True,48.41,0.65,2025-10-22T10:04:18.225990,0.48,0.78,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130195379257202,True,46.18,0.67,2025-10-22T10:04:26.705897,0.6,0.65,
QKD Very High - E91,quantum,qkd-veryhigh-e91-002,very_high,0.88,0.92,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.140678644180298,True,80.61,0.83,2025-10-22T10:04:35.184863,0.35,0.88,
Hybrid High - Transition,hybrid,hybrid-high-trans-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.12710976600647,True,33.78,0.67,2025-10-22T10:04:43.646771,0.58,0.68,
Network - High Latency,network_conditions,network-highlatency-020,high,0.7,0.73,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.129246473312378,True,121.11,0.66,2025-10-22T10:04:53.612340,0.55,0.65,280.0
Stress - High Load + QKD,stress_test,stress-highload-019,high,0.88,0.85,True,"['AES_256_GCM', 'PQC_KYBER']",[],6.127407073974609,True,32.39,0.51,2025-10-22T10:05:02.069049,0.88,0.3,
Hybrid High - ECC+PQC,hybrid,hybrid-high-ecc-013,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.14031457901001,True,38.54,0.66,2025-10-22T10:05:10.546470,0.55,0.7,
PQC Very High - NTRU,post_quantum,pqc-veryhigh-ntru-008,very_high,0.83,0.86,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.122224807739258,True,53.12,0.66,2025-10-22T10:05:19.012043,0.52,0.72,
PQC High - SPHINCS,post_quantum,pqc-high-sphincs-011,high,0.76,0.8,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.136518955230713,True,45.34,0.67,2025-10-22T10:05:27.497134,0.6,0.65,
